iter	Logloss
146	0.5529707785
147	0.5526206318
148	0.5526177941
149	0.5525981186
150	0.5523802349
151	0.5523625121
152	0.5523625089
153	0.5523600516
154	0.5523496045
155	0.5523489106
156	0.5522215437
157	0.5520259212
158	0.5518879863
159	0.5516226405
160	0.5516036161
161	0.5515168362
162	0.5514092959
163	0.5512346916
164	0.5511665149
165	0.5510397083
166	0.5510100825
167	0.5508076495
168	0.5507982993
169	0.5507782351
170	0.5507755047
171	0.5505786774
172	0.5503721035
173	0.5502457359
174	0.5500614257
175	0.5498830122
176	0.549679164
177	0.5495499703
178	0.5494691895
179	0.5490694009
180	0.5489601152
181	0.5487992192
182	0.5487930391
183	0.5485599585
184	0.5483773793
185	0.5483376613
186	0.5480532952
187	0.5480507098
188	0.5477453704
189	0.5476482087
190	0.5475018405
191	0.5473230182
192	0.5472857858
193	0.5470513547
194	0.5466637282
195	0.5465456719
196	0.5464697537
197	0.5464597893
198	0.5462791225
199	0.5460156978
200	0.5457972294
201	0.5457323021
202	0.545630889
203	0.5455550017
204	0.5454348039
205	0.545094867
206	0.5450664507
207	0.5449866976
208	0.5446921626
209	0.5445409747
210	0.5443991283
211	0.5440544828
212	0.5439003884
213	0.5437903116
214	0.5434007999
215	0.5432955518
216	0.5430031399
217	0.542975438
218	0.5427678101
219	0.5426113505
220	0.5423312017
221	0.5421411082
222	0.5418127265
223	0.5416035102
224	0.5414178268
225	0.5411841914
226	0.5410948249
227	0.5407642113
228	0.5405388096
229	0.5403728404
230	0.5403090425
231	0.5401767587
232	0.5400598809
233	0.5398484757
234	0.539704222
235	0.5394929888
236	0.539393271
237	0.5391801406
238	0.5389387154
239	0.5386529972
240	0.5385133102
241	0.5382654869
242	0.5380534161
243	0.53777578
244	0.5375155377
245	0.5373473173
246	0.5371810682
247	0.5368273172
248	0.5365750686
249	0.5364281633
250	0.5362023015
251	0.5359831987
252	0.5356496623
253	0.5355571585
254	0.53539996
255	0.5353665712
256	0.5352145937
257	0.5349469044
258	0.5349259827
259	0.534561579
260	0.5341494766
261	0.5340861043
262	0.5339825758
263	0.5336584998
264	0.5335841205
265	0.5333515697
266	0.5331838706
267	0.5331081781
268	0.5329644567
269	0.5329315043
270	0.532773423
271	0.5326182267
272	0.5324622844
273	0.5323379364
274	0.5321103535
275	0.5318283619
276	0.5316572781
277	0.531518035
278	0.5312702059
279	0.5311489917
280	0.530887512
281	0.5307792524
282	0.5305368972
283	0.5304746851
284	0.5301331333
285	0.5299491752
286	0.5298521558
287	0.5296348098
288	0.5295452351
289	0.5294137649
290	0.5291838781
291	0.5289671257
292	0.5287879477
293	0.5285503988
294	0.5284633842
295	0.5282334091
296	0.528070474
297	0.5277003059
298	0.52756138
299	0.527523236
300	0.5273039191
301	0.527043278
302	0.5268552834
303	0.5266879809
304	0.5264876677
305	0.5262024535
306	0.5261626067
307	0.5259355208
308	0.525740433
309	0.5254923904
310	0.5254442651
311	0.525301726
312	0.5250022226
313	0.5247202584
314	0.5245082379
315	0.5243872545
316	0.5242370697
317	0.5241927466
318	0.5241010737
319	0.5240263287
320	0.5238303881
321	0.5235431132
322	0.5233728817
323	0.523140617
324	0.522889857
325	0.5227224957
326	0.5226824981
327	0.5225622639
328	0.5224048299
329	0.522187593
330	0.5219995213
331	0.521801702
332	0.5215608347
333	0.5214382394
334	0.5212960793
335	0.5211379562
336	0.5209674101
337	0.5209254918
338	0.5207155559
339	0.5205285292
340	0.5202203524
341	0.520000673
342	0.5196841362
343	0.5193234909
344	0.5191305986
345	0.519035161
346	0.5189054218
347	0.5186648927
348	0.5183229909
349	0.5181890733
350	0.5180037005
351	0.5178940131
352	0.517831472
353	0.5177174865
354	0.5176241844
355	0.5173121649
356	0.5173095047
357	0.5171316933
358	0.5168669517
359	0.5166740843
360	0.5164296403
361	0.5162748775
362	0.5159285355
363	0.5158486988
364	0.5158280217
365	0.5156315399
366	0.5153974431
367	0.5151116109
368	0.5148918389
369	0.5146676889
370	0.5145065217
371	0.5142418435
372	0.5140749707
373	0.5140480177
374	0.5139509316
375	0.5137111017
376	0.5136270929
377	0.5133884885
378	0.5132940641
379	0.5130991013
380	0.5129419431
381	0.5127779681
382	0.5125779995
383	0.5125712042
384	0.5124204228
385	0.5123141608
386	0.5121468201
387	0.512090371
388	0.5120335897
389	0.5119140978
390	0.5117624259
391	0.5117015192
392	0.5116689934
393	0.5115962352
394	0.5113455795
395	0.5111482958
396	0.5111341432
397	0.5110144465
398	0.5109470204
399	0.5108068578
400	0.5106290498
401	0.5103275127
402	0.5101783012
403	0.5100806075
404	0.5098039911
405	0.509635893
406	0.5094867516
407	0.5092310793
408	0.509057685
409	0.5089233535
410	0.5086319935
411	0.5084626605
412	0.5083942215
413	0.5081508743
414	0.5080639076
415	0.507945444
416	0.5078671002
417	0.5078320563
418	0.5078005176
419	0.5076477156
420	0.5073855518
421	0.5071402081
422	0.5070253236
423	0.5067783817
424	0.5066723315
425	0.5064875991
426	0.5063766024
427	0.5063692472
428	0.5062305001
429	0.5061708663
430	0.5061040234
431	0.5058941587
432	0.5058287353
433	0.5057580969
434	0.5055835309
435	0.5055213451
436	0.5052625332
437	0.505011713
438	0.5047600391
439	0.5047247109
440	0.504446121
441	0.5043845195
442	0.5042059631
443	0.5041113996
444	0.503869612
445	0.5037119446
446	0.5036491043
447	0.5035799027
448	0.5034211602
449	0.5032457762
450	0.5032270463
451	0.503106858
452	0.5029717524
453	0.5028274768
454	0.5025710554
455	0.502385355
456	0.5022521314
457	0.5021841972
458	0.502088063
459	0.5018512487
460	0.5016443589
461	0.5015556496
462	0.5013749215
463	0.5013653084
464	0.5011764759
465	0.5010371294
466	0.5009535773
467	0.5007636881
468	0.5007136131
469	0.5005171985
470	0.5005134171
471	0.5002345972
472	0.5000287422
473	0.4998495248
474	0.4996544697
475	0.499583272
476	0.499443233
477	0.4994031771
478	0.4992815252
479	0.499141752
480	0.4990083972
481	0.4988966744
482	0.4986940385
483	0.4986015996
484	0.4984381045
485	0.4983759252
486	0.4982866459
487	0.4981232085
488	0.4980176917
489	0.4978740348
490	0.4977796073
491	0.4976465907
492	0.4975263101
493	0.4973420357
494	0.4971960032
495	0.496969945
496	0.4967841056
497	0.4966473286
498	0.4965555328
499	0.4963710653
500	0.4961096868
501	0.4960204337
502	0.4958233585
503	0.4957015823
504	0.4954457179
505	0.4953626361
506	0.4951129331
507	0.4949707857
508	0.4948462026
509	0.494774743
510	0.4946652558
511	0.4943937224
512	0.4942553158
513	0.4941235843
514	0.4939548178
515	0.4938425124
516	0.4936272333
517	0.4935205662
518	0.4933608118
519	0.4932780165
520	0.4932000092
521	0.4930774027
522	0.4929440319
523	0.492864248
524	0.4926124367
525	0.4923682323
526	0.4921905767
527	0.4921153908
528	0.4919926204
529	0.4919279632
530	0.4918975931
531	0.4917518212
532	0.4916191008
533	0.4914988128
534	0.4913724242
535	0.4912333138
536	0.4911264505
537	0.4910264921
538	0.4909318358
539	0.4908201541
540	0.4906718776
541	0.4904741123
542	0.4903774316
543	0.4901212744
544	0.4900252641
545	0.4899116604
546	0.4897506974
547	0.4895819877
548	0.4895024447
549	0.4894567542
550	0.4891842414
551	0.4890546966
552	0.4887595581
553	0.4886331919
554	0.4885376007
555	0.4883239179
556	0.4882629997
557	0.4881950874
558	0.4880740655
559	0.4878369904
560	0.4876653079
561	0.4875591799
562	0.4874813503
563	0.487279767
564	0.487177163
565	0.4870341498
566	0.4870011803
567	0.4869114571
568	0.48677903
569	0.4866727863
570	0.4865924057
571	0.4864433338
572	0.4863562475
573	0.4862222024
574	0.4861720907
575	0.4860010573
576	0.4858370531
577	0.4857254016
578	0.4857198048
579	0.4856518063
580	0.4855661903
581	0.4854758943
582	0.4853073845
583	0.4852745885
584	0.4852133445
585	0.4851339336
586	0.4850807529
587	0.4849137315
588	0.4848727529
589	0.4846161793
590	0.4845860624
591	0.4845156049
592	0.4844302889
593	0.4843446358
594	0.4841717995
595	0.4839833107
596	0.4838013601
597	0.4836909432
598	0.4835231706
599	0.4833776487
600	0.4832111695
601	0.4830293117
602	0.4829396416
603	0.4828016239
604	0.4826867612
605	0.4826753633
606	0.4825705815
607	0.4824609473
608	0.4823612467
609	0.482196063
610	0.4820832959
611	0.4818953107
612	0.4818330089
613	0.4818226802
614	0.48175667
615	0.4816687302
616	0.4816221254
617	0.4815380071
618	0.4812653065
619	0.48121852
620	0.4810761896
621	0.4809454776
622	0.480764291
623	0.4806595195
624	0.4805314647
625	0.4803893522
626	0.4803238135
627	0.4802373376
628	0.4800041341
629	0.4799092566
630	0.4798470059
631	0.4798274061
632	0.4796826664
633	0.4796644629
634	0.4795161991
635	0.4794507415
636	0.4793115445
637	0.4792679651
638	0.4791676274
639	0.4790673333
640	0.4790282224
641	0.4788697721
642	0.4788468123
643	0.478774604
644	0.4786482273
645	0.478604492
646	0.4784312044
647	0.4784060968
648	0.4782623214
649	0.4779916575
650	0.4779265003
651	0.4778493014
652	0.4778159032
653	0.4777142091
654	0.4775523785
655	0.4774220287
656	0.4774128143
657	0.4771255515
658	0.4770540214
659	0.4768527981
660	0.4768033607
661	0.4766877057
662	0.4765256252
663	0.4764887779
664	0.476471294
665	0.4763680411
666	0.4762051908
667	0.4761921421
668	0.4760569352
669	0.4759982154
670	0.4758383494
671	0.475737286
672	0.4756529217
673	0.4755600516
674	0.4753028048
675	0.4752153339
676	0.4751764298
677	0.4749920735
678	0.4747474414
679	0.47464621
680	0.4745358567
681	0.4744424781
682	0.4743280706
683	0.4741907792
684	0.4740818691
685	0.474061834
686	0.4740133937
687	0.473899758
688	0.473812542
689	0.4737396761
690	0.4735833082
691	0.4734850448
692	0.4734539154
693	0.473327723
694	0.4731911919
695	0.4731447601
696	0.4729348345
697	0.4728506194
698	0.4726443897
699	0.472529006
700	0.4723480572
701	0.4722881762
702	0.4721310945
703	0.472009533
704	0.4718750533
705	0.471642808
706	0.471487754
707	0.4714164946
708	0.4713283252
709	0.4712176354
710	0.4711299113
711	0.4710069489
712	0.4708305239
713	0.4707224889
714	0.4705494013
715	0.4704969703
716	0.4704358289
717	0.4703183241
718	0.4701157217
719	0.4699945141
720	0.4699363817
721	0.4698095822
722	0.4697353152
723	0.4697076654
724	0.4696014053
725	0.4695857023
726	0.4694433592
727	0.4692871429
728	0.4691102056
729	0.4689903129
730	0.468874015
731	0.4686841764
732	0.4686225572
733	0.4684252987
734	0.4683544527
735	0.4682416754
736	0.4681812136
737	0.4681486285
738	0.4680120279
739	0.4679788939
740	0.467824873
741	0.4676330663
742	0.4674373683
743	0.4673717084
744	0.4671732396
745	0.4671347166
746	0.467024103
747	0.4669022622
748	0.4667748741
749	0.4666136542
750	0.4665428945
751	0.4663878694
752	0.4663508396
753	0.4661788618
754	0.4660963278
755	0.4659422813
756	0.4657976994
757	0.4657217193
758	0.4656111061
759	0.4654797785
760	0.4653574295
761	0.4652023365
762	0.4651191765
763	0.4649991899
764	0.4648725677
765	0.4646767863
766	0.4644852073
767	0.4644181591
768	0.4644092056
769	0.4642548103
770	0.4641449425
771	0.4640096051
772	0.4639810418
773	0.4637480751
774	0.463563671
775	0.4634721234
776	0.4633678806
777	0.4632979197
778	0.4630064601
779	0.4629455643
780	0.4627217239
781	0.4626463509
782	0.4625735954
783	0.4624565087
784	0.4622912864
785	0.4622481704
786	0.4621905343
787	0.4620872248
788	0.4619856502
789	0.4618559512
790	0.4618416717
791	0.4617276051
792	0.4616763147
793	0.4615358643
794	0.4614096024
795	0.4612974925
796	0.4611668196
797	0.4611291489
798	0.4609416621
799	0.4608381814
800	0.4607181047
801	0.4604905525
802	0.4603750146
803	0.4603480042
804	0.4602385317
805	0.4600363574
806	0.4599319042
807	0.459917783
808	0.4597280851
809	0.4596738492
810	0.4595584692
811	0.4595026877
812	0.4593756364
813	0.4591879952
814	0.4590341761
815	0.4589314913
816	0.4588287369
817	0.4586859679
818	0.4585166101
819	0.4584381181
820	0.4583543127
821	0.4583297367
822	0.4581999886
823	0.4581038292
824	0.4580501334
825	0.4579461064
826	0.4578399219
827	0.4578147832
828	0.4577623364
829	0.4576569734
830	0.457509903
831	0.4572827387
832	0.4572712826
833	0.4571667011
834	0.4569198619
835	0.4568895609
836	0.4567714458
837	0.4565218362
838	0.4562144141
839	0.4560847114
840	0.4560228029
841	0.4560008843
842	0.455975308
843	0.4558735537
844	0.4557013696
845	0.4555059206
846	0.4554491928
847	0.4554236754
848	0.4553330372
849	0.4552751952
850	0.4551545956
851	0.4550692616
852	0.4549119691
853	0.4548099875
854	0.454771455
855	0.4546807748
856	0.454651734
857	0.4545585045
858	0.4545446014
859	0.4544672293
860	0.4544234334
861	0.4542089029
862	0.4541613332
863	0.4541246781
864	0.4539991961
865	0.4539194246
866	0.453728681
867	0.4536222828
868	0.4535385196
869	0.4533790718
870	0.453332308
871	0.4531569195
872	0.4530514105
873	0.4529423622
874	0.4528791982
875	0.4527458922
876	0.4527312539
877	0.4526209522
878	0.4525370046
879	0.4524986991
880	0.4524430252
881	0.4523473826
882	0.4521102953
883	0.4519907323
884	0.4518767314
885	0.4517576004
886	0.451715658
887	0.4515541378
888	0.4514574803
889	0.4513787572
890	0.4511903294
891	0.4511072795
892	0.4510606629
893	0.4509307856
894	0.4508528018
895	0.4507905026
896	0.450722383
897	0.4505559681
898	0.4504742742
899	0.4503186818
900	0.4502364409
901	0.4501701238
902	0.450121859
903	0.4500809073
904	0.4500078721
905	0.4499589944
906	0.4498573397
907	0.4497563891
908	0.4496388648
909	0.4495285634
910	0.4492772985
911	0.4490942677
912	0.4489799419
913	0.448936607
914	0.4488754366
915	0.4488310651
916	0.4486182921
917	0.4485255033
918	0.4483757648
919	0.4481830764
920	0.448122359
921	0.4479571092
922	0.4478765509
923	0.4477260213
924	0.4475826336
925	0.447457397
926	0.4474163541
927	0.4473204952
928	0.4472104159
929	0.4471288188
930	0.4470953763
931	0.4470143974
932	0.4469058759
933	0.4466995967
934	0.4465711173
935	0.4465440492
936	0.4464691663
937	0.4463961416
938	0.4462238712
939	0.4461252721
940	0.446037916
941	0.4458914143
942	0.4457388265
943	0.4456454124
944	0.4455081852
945	0.4452430803
946	0.4450825757
947	0.4449226856
948	0.4448524928
949	0.4447749969
950	0.4446483176
951	0.4446117086
952	0.4445777622
953	0.4444566609
954	0.4442677754
955	0.4441653629
956	0.4439397784
957	0.443808351
958	0.4436703318
959	0.4436077048
960	0.443423511
961	0.4433147568
962	0.4432071274
963	0.443185342
964	0.4431086477
965	0.4429905992
966	0.4429108778
967	0.442880645
968	0.442795784
969	0.4425636479
970	0.4425269053
971	0.4424616057
972	0.4423720247
973	0.4422604772
974	0.4421229677
975	0.4419881447
976	0.4418793669
977	0.441699811
978	0.441605386
979	0.4414692139
980	0.4414500908
981	0.4412731812
982	0.4412187025
983	0.4409930705
984	0.4408880295
985	0.4408682162
986	0.4406299973
987	0.4405524694
988	0.4404746529
989	0.4403962808
990	0.4402338799
991	0.4402094719
992	0.4400696594
993	0.4400146052
994	0.4398478204
995	0.4397277863
996	0.4396636576
997	0.4395600697
998	0.4394789709
999	0.4393744414
